I,j,delta,delta_0,dr,dx,p0,kappa,lambda,I_k,P_v,i_v,j_v,x_sn0,x_pist0
264,9,0,1,1,1,1,,,,,,,,
264,10,0,1,1,1,1,,,,,,,,
264,11,0,1,1,1,1,,,,,,,,
264,12,0,1,1,1,1,,,,,,,,
264,13,0,1,1,1,1,,,,,,,,
264,14,0,1,1,1,1,,,,,,,,
264,15,0,1,1,1,1,,,,,,,,
264,16,0,1,1,1,1,,,,,,,,
264,17,0,1,1,1,1,,,,,,,,
264,18,0,1,1,1,1,,,,,,,,
264,19,0,1,1,1,1,,,,,,,,
264,20,0,1,1,1,1,,,,,,,,
264,21,0,1,1,1,1,,,,,,,,
264,22,0,1,1,1,1,,,,,,,,
264,23,0,1,1,1,1,,,,,,,,
264,24,0,1,1,1,1,,,,,,,,
264,25,0,1,1,1,1,,,,,,,,
264,26,13,1,1,1,1,,,,,,,,
264,27,18,1,1,1,1,,,,,,,,
264,28,18,1,1,1,1,,,,,,,,
264,29,18,1,1,1,1,,,,,,,,
264,30,18,1,1,1,1,,,,,,,,
264,31,18,1,1,1,1,,,,,,,,
265,0,18,1,1,1,1,,,,,,,,
265,1,18,1,1,1,1,,,,,,,,
265,2,14,1,1,1,1,,,,,,,,
265,3,0,1,1,1,1,,,,,,,,
265,4,0,1,1,1,1,,,,,,,,
265,5,0,1,1,1,1,,,,,,,,
265,6,0,1,1,1,1,,,,,,,,
265,7,0,1,1,1,1,,,,,,,,
265,8,0,1,1,1,1,,,,,,,,
265,9,0,1,1,1,1,,,,,,,,
265,10,0,1,1,1,1,,,,,,,,
265,11,0,1,1,1,1,,,,,,,,
265,12,0,1,1,1,1,,,,,,,,
265,13,0,1,1,1,1,,,,,,,,
265,14,0,1,1,1,1,,,,,,,,
265,15,0,1,1,1,1,,,,,,,,
265,16,0,1,1,1,1,,,,,,,,
265,17,0,1,1,1,1,,,,,,,,
265,18,0,1,1,1,1,,,,,,,,
265,19,0,1,1,1,1,,,,,,,,
265,20,0,1,1,1,1,,,,,,,,
265,21,0,1,1,1,1,,,,,,,,
265,22,0,1,1,1,1,,,,,,,,
265,23,0,1,1,1,1,,,,,,,,
265,24,0,1,1,1,1,,,,,,,,
265,25,0,1,1,1,1,,,,,,,,
265,26,13,1,1,1,1,,,,,,,,
265,27,18,1,1,1,1,,,,,,,,
265,28,18,1,1,1,1,,,,,,,,
265,29,18,1,1,1,1,,,,,,,,
265,30,18,1,1,1,1,,,,,,,,
265,31,18,1,1,1,1,,,,,,,,
266,0,18,1,1,1,1,,,,,,,,
266,1,18,1,1,1,1,,,,,,,,
266,2,14,1,1,1,1,,,,,,,,
266,3,0,1,1,1,1,,,,,,,,
266,4,0,1,1,1,1,,,,,,,,
266,5,0,1,1,1,1,,,,,,,,
266,6,0,1,1,1,1,,,,,,,,
266,7,0,1,1,1,1,,,,,,,,
266,8,0,1,1,1,1,,,,,,,,
266,9,0,1,1,1,1,,,,,,,,
266,10,0,1,1,1,1,,,,,,,,
266,11,0,1,1,1,1,,,,,,,,
266,12,0,1,1,1,1,,,,,,,,
266,13,0,1,1,1,1,,,,,,,,
266,14,0,1,1,1,1,,,,,,,,
266,15,0,1,1,1,1,,,,,,,,
266,16,0,1,1,1,1,,,,,,,,
266,17,0,1,1,1,1,,,,,,,,
266,18,0,1,1,1,1,,,,,,,,
266,19,0,1,1,1,1,,,,,,,,
266,20,0,1,1,1,1,,,,,,,,
266,21,0,1,1,1,1,,,,,,,,
266,22,0,1,1,1,1,,,,,,,,
266,23,0,1,1,1,1,,,,,,,,
266,24,0,1,1,1,1,,,,,,,,
266,25,0,1,1,1,1,,,,,,,,
266,26,13,1,1,1,1,,,,,,,,
266,27,18,1,1,1,1,,,,,,,,
266,28,18,1,1,1,1,,,,,,,,
266,29,18,1,1,1,1,,,,,,,,
266,30,18,1,1,1,1,,,,,,,,
266,31,18,1,1,1,1,,,,,,,,
267,0,18,1,1,1,1,,,,,,,,
267,1,18,1,1,1,1,,,,,,,,
267,2,14,1,1,1,1,,,,,,,,
267,3,0,1,1,1,1,,,,,,,,
267,4,0,1,1,1,1,,,,,,,,
267,5,0,1,1,1,1,,,,,,,,
267,6,0,1,1,1,1,,,,,,,,
267,7,0,1,1,1,1,,,,,,,,
267,8,0,1,1,1,1,,,,,,,,
267,9,0,1,1,1,1,,,,,,,,
267,10,0,1,1,1,1,,,,,,,,
267,11,0,1,1,1,1,,,,,,,,
267,12,0,1,1,1,1,,,,,,,,
267,13,0,1,1,1,1,,,,,,,,
267,14,0,1,1,1,1,,,,,,,,
267,15,0,1,1,1,1,,,,,,,,
267,16,0,1,1,1,1,,,,,,,,
267,17,0,1,1,1,1,,,,,,,,
267,18,0,1,1,1,1,,,,,,,,
267,19,0,1,1,1,1,,,,,,,,
267,20,0,1,1,1,1,,,,,,,,
267,21,0,1,1,1,1,,,,,,,,
267,22,0,1,1,1,1,,,,,,,,
267,23,0,1,1,1,1,,,,,,,,
267,24,0,1,1,1,1,,,,,,,,
267,25,0,1,1,1,1,,,,,,,,
267,26,13,1,1,1,1,,,,,,,,
267,27,18,1,1,1,1,,,,,,,,
267,28,18,1,1,1,1,,,,,,,,
267,29,18,1,1,1,1,,,,,,,,
267,30,18,1,1,1,1,,,,,,,,
267,31,18,1,1,1,1,,,,,,,,
268,0,18,1,1,1,1,,,,,,,,
268,1,18,1,1,1,1,,,,,,,,
268,2,14,1,1,1,1,,,,,,,,
268,3,0,1,1,1,1,,,,,,,,
268,4,0,1,1,1,1,,,,,,,,
268,5,0,1,1,1,1,,,,,,,,
268,6,0,1,1,1,1,,,,,,,,
268,7,0,1,1,1,1,,,,,,,,
268,8,0,1,1,1,1,,,,,,,,
268,9,0,1,1,1,1,,,,,,,,
268,10,0,1,1,1,1,,,,,,,,
268,11,0,1,1,1,1,,,,,,,,
268,12,0,1,1,1,1,,,,,,,,
268,13,0,1,1,1,1,,,,,,,,
268,14,0,1,1,1,1,,,,,,,,
268,15,0,1,1,1,1,,,,,,,,
268,16,0,1,1,1,1,,,,,,,,
268,17,0,1,1,1,1,,,,,,,,
268,18,0,1,1,1,1,,,,,,,,
268,19,0,1,1,1,1,,,,,,,,
268,20,0,1,1,1,1,,,,,,,,
268,21,0,1,1,1,1,,,,,,,,
268,22,0,1,1,1,1,,,,,,,,
268,23,0,1,1,1,1,,,,,,,,
268,24,0,1,1,1,1,,,,,,,,
268,25,0,1,1,1,1,,,,,,,,
268,26,13,1,1,1,1,,,,,,,,
268,27,18,1,1,1,1,,,,,,,,
268,28,18,1,1,1,1,,,,,,,,
268,29,18,1,1,1,1,,,,,,,,
268,30,18,1,1,1,1,,,,,,,,
268,31,18,1,1,1,1,,,,,,,,
269,0,18,1,1,1,1,,,,,,,,
269,1,18,1,1,1,1,,,,,,,,
269,2,14,1,1,1,1,,,,,,,,
269,3,0,1,1,1,1,,,,,,,,
269,4,0,1,1,1,1,,,,,,,,
269,5,0,1,1,1,1,,,,,,,,
269,6,0,1,1,1,1,,,,,,,,
269,7,0,1,1,1,1,,,,,,,,
269,8,0,1,1,1,1,,,,,,,,
269,9,0,1,1,1,1,,,,,,,,
269,10,0,1,1,1,1,,,,,,,,
269,11,0,1,1,1,1,,,,,,,,
269,12,0,1,1,1,1,,,,,,,,
269,13,0,1,1,1,1,,,,,,,,
269,14,0,1,1,1,1,,,,,,,,
269,15,0,1,1,1,1,,,,,,,,
269,16,0,1,1,1,1,,,,,,,,
269,17,0,1,1,1,1,,,,,,,,
269,18,0,1,1,1,1,,,,,,,,
269,19,0,1,1,1,1,,,,,,,,
269,20,0,1,1,1,1,,,,,,,,
269,21,0,1,1,1,1,,,,,,,,
269,22,0,1,1,1,1,,,,,,,,
269,23,0,1,1,1,1,,,,,,,,
269,24,0,1,1,1,1,,,,,,,,
269,25,0,1,1,1,1,,,,,,,,
269,26,13,1,1,1,1,,,,,,,,
269,27,18,1,1,1,1,,,,,,,,
269,28,18,1,1,1,1,,,,,,,,
269,29,18,1,1,1,1,,,,,,,,
269,30,18,1,1,1,1,,,,,,,,
269,31,18,1,1,1,1,,,,,,,,
270,0,18,1,1,1,1,,,,,,,,
270,1,18,1,1,1,1,,,,,,,,
270,2,14,1,1,1,1,,,,,,,,
270,3,0,1,1,1,1,,,,,,,,
270,4,0,1,1,1,1,,,,,,,,
270,5,0,1,1,1,1,,,,,,,,
270,6,0,1,1,1,1,,,,,,,,
270,7,0,1,1,1,1,,,,,,,,
270,8,0,1,1,1,1,,,,,,,,
270,9,0,1,1,1,1,,,,,,,,
270,10,0,1,1,1,1,,,,,,,,
270,11,0,1,1,1,1,,,,,,,,
270,12,0,1,1,1,1,,,,,,,,
270,13,0,1,1,1,1,,,,,,,,
270,14,0,1,1,1,1,,,,,,,,
270,15,0,1,1,1,1,,,,,,,,
270,16,0,1,1,1,1,,,,,,,,
270,17,0,1,1,1,1,,,,,,,,
270,18,0,1,1,1,1,,,,,,,,
270,19,0,1,1,1,1,,,,,,,,
270,20,0,1,1,1,1,,,,,,,,
270,21,0,1,1,1,1,,,,,,,,
270,22,0,1,1,1,1,,,,,,,,
270,23,0,1,1,1,1,,,,,,,,
270,24,0,1,1,1,1,,,,,,,,
270,25,0,1,1,1,1,,,,,,,,
270,26,13,1,1,1,1,,,,,,,,
270,27,18,1,1,1,1,,,,,,,,
270,28,18,1,1,1,1,,,,,,,,
270,29,18,1,1,1,1,,,,,,,,
270,30,18,1,1,1,1,,,,,,,,
270,31,18,1,1,1,1,,,,,,,,
271,0,18,1,1,1,1,,,,,,,,
271,1,18,1,1,1,1,,,,,,,,
271,2,14,1,1,1,1,,,,,,,,
271,3,0,1,1,1,1,,,,,,,,
271,4,0,1,1,1,1,,,,,,,,
271,5,0,1,1,1,1,,,,,,,,
271,6,0,1,1,1,1,,,,,,,,
271,7,0,1,1,1,1,,,,,,,,
271,8,0,1,1,1,1,,,,,,,,
271,9,0,1,1,1,1,,,,,,,,
271,10,0,1,1,1,1,,,,,,,,
271,11,0,1,1,1,1,,,,,,,,
271,12,0,1,1,1,1,,,,,,,,
271,13,0,1,1,1,1,,,,,,,,
271,14,0,1,1,1,1,,,,,,,,
271,15,0,1,1,1,1,,,,,,,,
271,16,0,1,1,1,1,,,,,,,,
271,17,0,1,1,1,1,,,,,,,,
271,18,0,1,1,1,1,,,,,,,,
271,19,0,1,1,1,1,,,,,,,,
271,20,0,1,1,1,1,,,,,,,,
271,21,0,1,1,1,1,,,,,,,,
271,22,0,1,1,1,1,,,,,,,,
271,23,0,1,1,1,1,,,,,,,,
271,24,0,1,1,1,1,,,,,,,,
271,25,0,1,1,1,1,,,,,,,,
271,26,13,1,1,1,1,,,,,,,,
271,27,18,1,1,1,1,,,,,,,,
271,28,18,1,1,1,1,,,,,,,,
271,29,18,1,1,1,1,,,,,,,,
271,30,18,1,1,1,1,,,,,,,,
271,31,18,1,1,1,1,,,,,,,,
272,0,18,1,1,1,1,,,,,,,,
272,1,18,1,1,1,1,,,,,,,,
272,2,14,1,1,1,1,,,,,,,,
272,3,0,1,1,1,1,,,,,,,,
272,4,0,1,1,1,1,,,,,,,,
272,5,0,1,1,1,1,,,,,,,,
272,6,0,1,1,1,1,,,,,,,,
272,7,0,1,1,1,1,,,,,,,,
272,8,0,1,1,1,1,,,,,,,,
272,9,0,1,1,1,1,,,,,,,,
272,10,0,1,1,1,1,,,,,,,,
272,11,0,1,1,1,1,,,,,,,,
272,12,0,1,1,1,1,,,,,,,,
272,13,0,1,1,1,1,,,,,,,,
272,14,0,1,1,1,1,,,,,,,,
272,15,0,1,1,1,1,,,,,,,,
272,16,0,1,1,1,1,,,,,,,,
272,17,0,1,1,1,1,,,,,,,,
272,18,0,1,1,1,1,,,,,,,,
272,19,0,1,1,1,1,,,,,,,,
272,20,0,1,1,1,1,,,,,,,,
272,21,0,1,1,1,1,,,,,,,,
272,22,0,1,1,1,1,,,,,,,,
272,23,0,1,1,1,1,,,,,,,,
272,24,0,1,1,1,1,,,,,,,,
272,25,0,1,1,1,1,,,,,,,,
272,26,13,1,1,1,1,,,,,,,,
272,27,18,1,1,1,1,,,,,,,,
272,28,18,1,1,1,1,,,,,,,,
272,29,18,1,1,1,1,,,,,,,,
272,30,18,1,1,1,1,,,,,,,,
272,31,18,1,1,1,1,,,,,,,,
273,0,18,1,1,1,1,,,,,,,,
273,1,18,1,1,1,1,,,,,,,,
273,2,14,1,1,1,1,,,,,,,,
273,3,0,1,1,1,1,,,,,,,,
273,4,0,1,1,1,1,,,,,,,,
273,5,0,1,1,1,1,,,,,,,,
273,6,0,1,1,1,1,,,,,,,,
273,7,0,1,1,1,1,,,,,,,,
273,8,0,1,1,1,1,,,,,,,,
273,9,0,1,1,1,1,,,,,,,,
273,10,0,1,1,1,1,,,,,,,,
273,11,0,1,1,1,1,,,,,,,,
273,12,0,1,1,1,1,,,,,,,,
273,13,0,1,1,1,1,,,,,,,,
273,14,0,1,1,1,1,,,,,,,,
273,15,0,1,1,1,1,,,,,,,,
273,16,0,1,1,1,1,,,,,,,,
273,17,0,1,1,1,1,,,,,,,,
273,18,0,1,1,1,1,,,,,,,,
273,19,0,1,1,1,1,,,,,,,,
273,20,0,1,1,1,1,,,,,,,,
273,21,0,1,1,1,1,,,,,,,,
273,22,0,1,1,1,1,,,,,,,,
273,23,0,1,1,1,1,,,,,,,,
273,24,0,1,1,1,1,,,,,,,,
273,25,0,1,1,1,1,,,,,,,,
273,26,13,1,1,1,1,,,,,,,,
273,27,18,1,1,1,1,,,,,,,,
273,28,18,1,1,1,1,,,,,,,,
273,29,18,1,1,1,1,,,,,,,,
273,30,18,1,1,1,1,,,,,,,,
273,31,18,1,1,1,1,,,,,,,,
274,0,18,1,1,1,1,,,,,,,,
274,1,18,1,1,1,1,,,,,,,,
274,2,14,1,1,1,1,,,,,,,,
274,3,0,1,1,1,1,,,,,,,,
274,4,0,1,1,1,1,,,,,,,,
274,5,0,1,1,1,1,,,,,,,,
274,6,0,1,1,1,1,,,,,,,,
274,7,0,1,1,1,1,,,,,,,,
274,8,0,1,1,1,1,,,,,,,,
274,9,0,1,1,1,1,,,,,,,,
274,10,0,1,1,1,1,,,,,,,,
274,11,0,1,1,1,1,,,,,,,,
274,12,0,1,1,1,1,,,,,,,,
274,13,0,1,1,1,1,,,,,,,,
274,14,0,1,1,1,1,,,,,,,,
274,15,0,1,1,1,1,,,,,,,,
274,16,0,1,1,1,1,,,,,,,,
274,17,0,1,1,1,1,,,,,,,,
274,18,0,1,1,1,1,,,,,,,,
274,19,0,1,1,1,1,,,,,,,,
274,20,0,1,1,1,1,,,,,,,,
274,21,0,1,1,1,1,,,,,,,,
274,22,0,1,1,1,1,,,,,,,,
274,23,0,1,1,1,1,,,,,,,,
274,24,0,1,1,1,1,,,,,,,,
274,25,0,1,1,1,1,,,,,,,,
274,26,13,1,1,1,1,,,,,,,,
274,27,18,1,1,1,1,,,,,,,,
274,28,18,1,1,1,1,,,,,,,,
274,29,18,1,1,1,1,,,,,,,,
274,30,18,1,1,1,1,,,,,,,,
274,31,18,1,1,1,1,,,,,,,,
275,0,18,1,1,1,1,,,,,,,,
275,1,18,1,1,1,1,,,,,,,,
275,2,14,1,1,1,1,,,,,,,,
275,3,0,1,1,1,1,,,,,,,,
275,4,0,1,1,1,1,,,,,,,,
275,5,0,1,1,1,1,,,,,,,,
275,6,0,1,1,1,1,,,,,,,,
275,7,0,1,1,1,1,,,,,,,,
275,8,0,1,1,1,1,,,,,,,,
275,9,0,1,1,1,1,,,,,,,,
275,10,0,1,1,1,1,,,,,,,,
275,11,0,1,1,1,1,,,,,,,,
275,12,0,1,1,1,1,,,,,,,,
275,13,0,1,1,1,1,,,,,,,,
275,14,0,1,1,1,1,,,,,,,,
275,15,0,1,1,1,1,,,,,,,,
275,16,0,1,1,1,1,,,,,,,,
275,17,0,1,1,1,1,,,,,,,,
275,18,0,1,1,1,1,,,,,,,,
275,19,0,1,1,1,1,,,,,,,,
275,20,0,1,1,1,1,,,,,,,,
275,21,0,1,1,1,1,,,,,,,,
275,22,0,1,1,1,1,,,,,,,,
275,23,0,1,1,1,1,,,,,,,,
275,24,0,1,1,1,1,,,,,,,,
275,25,0,1,1,1,1,,,,,,,,
275,26,13,1,1,1,1,,,,,,,,
275,27,18,1,1,1,1,,,,,,,,
275,28,18,1,1,1,1,,,,,,,,
275,29,18,1,1,1,1,,,,,,,,
275,30,18,1,1,1,1,,,,,,,,
275,31,18,1,1,1,1,,,,,,,,
276,0,18,1,1,1,1,,,,,,,,
276,1,18,1,1,1,1,,,,,,,,
276,2,14,1,1,1,1,,,,,,,,
276,3,0,1,1,1,1,,,,,,,,
276,4,0,1,1,1,1,,,,,,,,
276,5,0,1,1,1,1,,,,,,,,
276,6,0,1,1,1,1,,,,,,,,
276,7,0,1,1,1,1,,,,,,,,
276,8,0,1,1,1,1,,,,,,,,
276,9,0,1,1,1,1,,,,,,,,
276,10,0,1,1,1,1,,,,,,,,
276,11,0,1,1,1,1,,,,,,,,
276,12,0,1,1,1,1,,,,,,,,
276,13,0,1,1,1,1,,,,,,,,
276,14,0,1,1,1,1,,,,,,,,
276,15,0,1,1,1,1,,,,,,,,
276,16,0,1,1,1,1,,,,,,,,
276,17,0,1,1,1,1,,,,,,,,
276,18,0,1,1,1,1,,,,,,,,
276,19,0,1,1,1,1,,,,,,,,
276,20,0,1,1,1,1,,,,,,,,
276,21,0,1,1,1,1,,,,,,,,
276,22,0,1,1,1,1,,,,,,,,
276,23,0,1,1,1,1,,,,,,,,
276,24,0,1,1,1,1,,,,,,,,
276,25,0,1,1,1,1,,,,,,,,
276,26,13,1,1,1,1,,,,,,,,
276,27,18,1,1,1,1,,,,,,,,
276,28,18,1,1,1,1,,,,,,,,
276,29,18,1,1,1,1,,,,,,,,
276,30,18,1,1,1,1,,,,,,,,
276,31,18,1,1,1,1,,,,,,,,
277,0,18,1,1,1,1,,,,,,,,
277,1,18,1,1,1,1,,,,,,,,
277,2,14,1,1,1,1,,,,,,,,
277,3,0,1,1,1,1,,,,,,,,
277,4,0,1,1,1,1,,,,,,,,
277,5,0,1,1,1,1,,,,,,,,
277,6,0,1,1,1,1,,,,,,,,
277,7,0,1,1,1,1,,,,,,,,
277,8,0,1,1,1,1,,,,,,,,
277,9,0,1,1,1,1,,,,,,,,
277,10,0,1,1,1,1,,,,,,,,
277,11,0,1,1,1,1,,,,,,,,
277,12,0,1,1,1,1,,,,,,,,
277,13,0,1,1,1,1,,,,,,,,
277,14,0,1,1,1,1,,,,,,,,
277,15,0,1,1,1,1,,,,,,,,
277,16,0,1,1,1,1,,,,,,,,
277,17,0,1,1,1,1,,,,,,,,
277,18,0,1,1,1,1,,,,,,,,
277,19,0,1,1,1,1,,,,,,,,
277,20,0,1,1,1,1,,,,,,,,
277,21,0,1,1,1,1,,,,,,,,
277,22,0,1,1,1,1,,,,,,,,
277,23,0,1,1,1,1,,,,,,,,
277,24,0,1,1,1,1,,,,,,,,
277,25,0,1,1,1,1,,,,,,,,
277,26,13,1,1,1,1,,,,,,,,
277,27,18,1,1,1,1,,,,,,,,
277,28,18,1,1,1,1,,,,,,,,
277,29,18,1,1,1,1,,,,,,,,
277,30,18,1,1,1,1,,,,,,,,
277,31,18,1,1,1,1,,,,,,,,
278,0,18,1,1,1,1,,,,,,,,
278,1,18,1,1,1,1,,,,,,,,
278,2,14,1,1,1,1,,,,,,,,
278,3,0,1,1,1,1,,,,,,,,
278,4,0,1,1,1,1,,,,,,,,
278,5,0,1,1,1,1,,,,,,,,
278,6,0,1,1,1,1,,,,,,,,
278,7,0,1,1,1,1,,,,,,,,
278,8,0,1,1,1,1,,,,,,,,
278,9,0,1,1,1,1,,,,,,,,
278,10,0,1,1,1,1,,,,,,,,
278,11,0,1,1,1,1,,,,,,,,
278,12,0,1,1,1,1,,,,,,,,
278,13,0,1,1,1,1,,,,,,,,
278,14,0,1,1,1,1,,,,,,,,
278,15,0,1,1,1,1,,,,,,,,
278,16,0,1,1,1,1,,,,,,,,
278,17,0,1,1,1,1,,,,,,,,
278,18,0,1,1,1,1,,,,,,,,
278,19,0,1,1,1,1,,,,,,,,
278,20,0,1,1,1,1,,,,,,,,
278,21,0,1,1,1,1,,,,,,,,
278,22,0,1,1,1,1,,,,,,,,
278,23,0,1,1,1,1,,,,,,,,
278,24,0,1,1,1,1,,,,,,,,
278,25,0,1,1,1,1,,,,,,,,
278,26,13,1,1,1,1,,,,,,,,
278,27,18,1,1,1,1,,,,,,,,
278,28,18,1,1,1,1,,,,,,,,
278,29,18,1,1,1,1,,,,,,,,
278,30,18,1,1,1,1,,,,,,,,
278,31,18,1,1,1,1,,,,,,,,
279,0,18,1,1,1,1,,,,,,,,
279,1,18,1,1,1,1,,,,,,,,
279,2,14,1,1,1,1,,,,,,,,
279,3,0,1,1,1,1,,,,,,,,
279,4,0,1,1,1,1,,,,,,,,
279,5,0,1,1,1,1,,,,,,,,
279,6,0,1,1,1,1,,,,,,,,
279,7,0,1,1,1,1,,,,,,,,
279,8,0,1,1,1,1,,,,,,,,
279,9,0,1,1,1,1,,,,,,,,
279,10,0,1,1,1,1,,,,,,,,
279,11,0,1,1,1,1,,,,,,,,
279,12,0,1,1,1,1,,,,,,,,
279,13,0,1,1,1,1,,,,,,,,
279,14,0,1,1,1,1,,,,,,,,
279,15,0,1,1,1,1,,,,,,,,
279,16,0,1,1,1,1,,,,,,,,
279,17,0,1,1,1,1,,,,,,,,
279,18,0,1,1,1,1,,,,,,,,
279,19,0,1,1,1,1,,,,,,,,
279,20,0,1,1,1,1,,,,,,,,
279,21,0,1,1,1,1,,,,,,,,
279,22,0,1,1,1,1,,,,,,,,
279,23,0,1,1,1,1,,,,,,,,
279,24,0,1,1,1,1,,,,,,,,
279,25,0,1,1,1,1,,,,,,,,
279,26,13,1,1,1,1,,,,,,,,
279,27,18,1,1,1,1,,,,,,,,
279,28,18,1,1,1,1,,,,,,,,
279,29,18,1,1,1,1,,,,,,,,
279,30,18,1,1,1,1,,,,,,,,
279,31,18,1,1,1,1,,,,,,,,
280,0,18,1,1,1,1,,,,,,,,
280,1,18,1,1,1,1,,,,,,,,
280,2,14,1,1,1,1,,,,,,,,
280,3,0,1,1,1,1,,,,,,,,
280,4,0,1,1,1,1,,,,,,,,
280,5,0,1,1,1,1,,,,,,,,
280,6,0,1,1,1,1,,,,,,,,
280,7,0,1,1,1,1,,,,,,,,
280,8,0,1,1,1,1,,,,,,,,
280,9,0,1,1,1,1,,,,,,,,
280,10,0,1,1,1,1,,,,,,,,
280,11,0,1,1,1,1,,,,,,,,
280,12,0,1,1,1,1,,,,,,,,
280,13,0,1,1,1,1,,,,,,,,
280,14,0,1,1,1,1,,,,,,,,
280,15,0,1,1,1,1,,,,,,,,
280,16,0,1,1,1,1,,,,,,,,
280,17,0,1,1,1,1,,,,,,,,
280,18,0,1,1,1,1,,,,,,,,
280,19,0,1,1,1,1,,,,,,,,
280,20,0,1,1,1,1,,,,,,,,
280,21,0,1,1,1,1,,,,,,,,
280,22,0,1,1,1,1,,,,,,,,
280,23,0,1,1,1,1,,,,,,,,
280,24,0,1,1,1,1,,,,,,,,
280,25,0,1,1,1,1,,,,,,,,
280,26,13,1,1,1,1,,,,,,,,
280,27,18,1,1,1,1,,,,,,,,
280,28,18,1,1,1,1,,,,,,,,
280,29,18,1,1,1,1,,,,,,,,
280,30,18,1,1,1,1,,,,,,,,
280,31,18,1,1,1,1,,,,,,,,
281,0,18,1,1,1,1,,,,,,,,
281,1,18,1,1,1,1,,,,,,,,
281,2,14,1,1,1,1,,,,,,,,
281,3,0,1,1,1,1,,,,,,,,
281,4,0,1,1,1,1,,,,,,,,
281,5,0,1,1,1,1,,,,,,,,
281,6,0,1,1,1,1,,,,,,,,
281,7,0,1,1,1,1,,,,,,,,
281,8,0,1,1,1,1,,,,,,,,
281,9,0,1,1,1,1,,,,,,,,
281,10,0,1,1,1,1,,,,,,,,
281,11,0,1,1,1,1,,,,,,,,
281,12,0,1,1,1,1,,,,,,,,
281,13,0,1,1,1,1,,,,,,,,
281,14,0,1,1,1,1,,,,,,,,
281,15,0,1,1,1,1,,,,,,,,
281,16,0,1,1,1,1,,,,,,,,
281,17,0,1,1,1,1,,,,,,,,
281,18,0,1,1,1,1,,,,,,,,
281,19,0,1,1,1,1,,,,,,,,
281,20,0,1,1,1,1,,,,,,,,
281,21,0,1,1,1,1,,,,,,,,
281,22,0,1,1,1,1,,,,,,,,
281,23,0,1,1,1,1,,,,,,,,
281,24,0,1,1,1,1,,,,,,,,
281,25,0,1,1,1,1,,,,,,,,
281,26,13,1,1,1,1,,,,,,,,
281,27,18,1,1,1,1,,,,,,,,
281,28,18,1,1,1,1,,,,,,,,
281,29,18,1,1,1,1,,,,,,,,
281,30,18,1,1,1,1,,,,,,,,
281,31,18,1,1,1,1,,,,,,,,
282,0,18,1,1,1,1,,,,,,,,
282,1,18,1,1,1,1,,,,,,,,
282,2,14,1,1,1,1,,,,,,,,
282,3,0,1,1,1,1,,,,,,,,
282,4,0,1,1,1,1,,,,,,,,
282,5,0,1,1,1,1,,,,,,,,
282,6,0,1,1,1,1,,,,,,,,
282,7,0,1,1,1,1,,,,,,,,
282,8,0,1,1,1,1,,,,,,,,
282,9,0,1,1,1,1,,,,,,,,
282,10,0,1,1,1,1,,,,,,,,
282,11,0,1,1,1,1,,,,,,,,
282,12,0,1,1,1,1,,,,,,,,
282,13,0,1,1,1,1,,,,,,,,
282,14,0,1,1,1,1,,,,,,,,
282,15,0,1,1,1,1,,,,,,,,
282,16,0,1,1,1,1,,,,,,,,
282,17,0,1,1,1,1,,,,,,,,
282,18,0,1,1,1,1,,,,,,,,
282,19,0,1,1,1,1,,,,,,,,
282,20,0,1,1,1,1,,,,,,,,
282,21,0,1,1,1,1,,,,,,,,
282,22,0,1,1,1,1,,,,,,,,
282,23,0,1,1,1,1,,,,,,,,
282,24,0,1,1,1,1,,,,,,,,
282,25,0,1,1,1,1,,,,,,,,
282,26,13,1,1,1,1,,,,,,,,
282,27,18,1,1,1,1,,,,,,,,
282,28,18,1,1,1,1,,,,,,,,
282,29,18,1,1,1,1,,,,,,,,
282,30,18,1,1,1,1,,,,,,,,
282,31,18,1,1,1,1,,,,,,,,
283,0,18,1,1,1,1,,,,,,,,
283,1,18,1,1,1,1,,,,,,,,
283,2,14,1,1,1,1,,,,,,,,
283,3,0,1,1,1,1,,,,,,,,
283,4,0,1,1,1,1,,,,,,,,
283,5,0,1,1,1,1,,,,,,,,
283,6,0,1,1,1,1,,,,,,,,
283,7,0,1,1,1,1,,,,,,,,
283,8,0,1,1,1,1,,,,,,,,
283,9,0,1,1,1,1,,,,,,,,
283,10,0,1,1,1,1,,,,,,,,
283,11,0,1,1,1,1,,,,,,,,
283,12,0,1,1,1,1,,,,,,,,
283,13,0,1,1,1,1,,,,,,,,
283,14,0,1,1,1,1,,,,,,,,
283,15,0,1,1,1,1,,,,,,,,
283,16,0,1,1,1,1,,,,,,,,
283,17,0,1,1,1,1,,,,,,,,
283,18,0,1,1,1,1,,,,,,,,
283,19,0,1,1,1,1,,,,,,,,
283,20,0,1,1,1,1,,,,,,,,
283,21,0,1,1,1,1,,,,,,,,
283,22,0,1,1,1,1,,,,,,,,
283,23,0,1,1,1,1,,,,,,,,
283,24,0,1,1,1,1,,,,,,,,
283,25,0,1,1,1,1,,,,,,,,
283,26,13,1,1,1,1,,,,,,,,
283,27,18,1,1,1,1,,,,,,,,
283,28,18,1,1,1,1,,,,,,,,
283,29,18,1,1,1,1,,,,,,,,
283,30,18,1,1,1,1,,,,,,,,
283,31,18,1,1,1,1,,,,,,,,
284,0,18,1,1,1,1,,,,,,,,
284,1,18,1,1,1,1,,,,,,,,
