I,j,delta,delta_0,dr,dx,p0,kappa,lambda,I_k,P_v,i_v,j_v,x_sn0
461,34,1600,700,0.0005,0.0005,100000,1,0,1000000,5000000,0,0,0.0559999
I,j,type,r_1,r_2,x_1,x_2,,,,,,,
19,14,0,1,1,1,1,,,,,,,
19,15,0,1,1,1,1,,,,,,,
19,16,0,1,1,1,1,,,,,,,
19,17,0,1,1,1,1,,,,,,,
19,18,0,1,1,1,1,,,,,,,
19,19,0,1,1,1,1,,,,,,,
19,20,0,1,1,1,1,,,,,,,
19,21,0,1,1,1,1,,,,,,,
19,22,0,1,1,1,1,,,,,,,
19,23,0,1,1,1,1,,,,,,,
19,24,0,1,1,1,1,,,,,,,
19,25,0,1,1,1,1,,,,,,,
19,26,0,1,1,1,1,,,,,,,
19,27,0,1,1,1,1,,,,,,,
19,28,0,1,1,1,1,,,,,,,
19,29,0,1,1,1,1,,,,,,,
19,30,0,1,1,1,1,,,,,,,
19,31,13,1,1,1,1,,,,,,,
19,32,18,1,1,1,1,,,,,,,
19,33,18,1,1,1,1,,,,,,,
20,0,18,1,1,1,1,,,,,,,
20,1,18,1,1,1,1,,,,,,,
20,2,14,1,1,1,1,,,,,,,
20,3,0,1,1,1,1,,,,,,,
20,4,0,1,1,1,1,,,,,,,
20,5,0,1,1,1,1,,,,,,,
20,6,0,1,1,1,1,,,,,,,
20,7,0,1,1,1,1,,,,,,,
20,8,0,1,1,1,1,,,,,,,
20,9,0,1,1,1,1,,,,,,,
20,10,0,1,1,1,1,,,,,,,
20,11,0,1,1,1,1,,,,,,,
20,12,0,1,1,1,1,,,,,,,
20,13,0,1,1,1,1,,,,,,,
20,14,0,1,1,1,1,,,,,,,
20,15,0,1,1,1,1,,,,,,,
20,16,0,1,1,1,1,,,,,,,
20,17,0,1,1,1,1,,,,,,,
20,18,0,1,1,1,1,,,,,,,
20,19,0,1,1,1,1,,,,,,,
20,20,0,1,1,1,1,,,,,,,
20,21,0,1,1,1,1,,,,,,,
20,22,0,1,1,1,1,,,,,,,
20,23,0,1,1,1,1,,,,,,,
20,24,0,1,1,1,1,,,,,,,
20,25,0,1,1,1,1,,,,,,,
20,26,0,1,1,1,1,,,,,,,
20,27,0,1,1,1,1,,,,,,,
20,28,0,1,1,1,1,,,,,,,
20,29,0,1,1,1,1,,,,,,,
20,30,0,1,1,1,1,,,,,,,
20,31,13,1,1,1,1,,,,,,,
20,32,18,1,1,1,1,,,,,,,
20,33,18,1,1,1,1,,,,,,,
21,0,18,1,1,1,1,,,,,,,
21,1,18,1,1,1,1,,,,,,,
21,2,14,1,1,1,1,,,,,,,
21,3,0,1,1,1,1,,,,,,,
21,4,0,1,1,1,1,,,,,,,
21,5,0,1,1,1,1,,,,,,,
21,6,0,1,1,1,1,,,,,,,
21,7,0,1,1,1,1,,,,,,,
21,8,0,1,1,1,1,,,,,,,
21,9,0,1,1,1,1,,,,,,,
21,10,0,1,1,1,1,,,,,,,
21,11,0,1,1,1,1,,,,,,,
21,12,0,1,1,1,1,,,,,,,
21,13,0,1,1,1,1,,,,,,,
21,14,0,1,1,1,1,,,,,,,
21,15,0,1,1,1,1,,,,,,,
21,16,0,1,1,1,1,,,,,,,
21,17,0,1,1,1,1,,,,,,,
21,18,0,1,1,1,1,,,,,,,
21,19,0,1,1,1,1,,,,,,,
21,20,0,1,1,1,1,,,,,,,
21,21,0,1,1,1,1,,,,,,,
21,22,0,1,1,1,1,,,,,,,
21,23,0,1,1,1,1,,,,,,,
21,24,0,1,1,1,1,,,,,,,
21,25,0,1,1,1,1,,,,,,,
21,26,0,1,1,1,1,,,,,,,
21,27,0,1,1,1,1,,,,,,,
21,28,0,1,1,1,1,,,,,,,
21,29,0,1,1,1,1,,,,,,,
21,30,0,1,1,1,1,,,,,,,
21,31,13,1,1,1,1,,,,,,,
21,32,18,1,1,1,1,,,,,,,
21,33,18,1,1,1,1,,,,,,,
22,0,18,1,1,1,1,,,,,,,
22,1,18,1,1,1,1,,,,,,,
22,2,14,1,1,1,1,,,,,,,
22,3,0,1,1,1,1,,,,,,,
22,4,0,1,1,1,1,,,,,,,
22,5,0,1,1,1,1,,,,,,,
22,6,0,1,1,1,1,,,,,,,
22,7,0,1,1,1,1,,,,,,,
22,8,0,1,1,1,1,,,,,,,
22,9,0,1,1,1,1,,,,,,,
22,10,0,1,1,1,1,,,,,,,
22,11,0,1,1,1,1,,,,,,,
22,12,0,1,1,1,1,,,,,,,
22,13,0,1,1,1,1,,,,,,,
22,14,0,1,1,1,1,,,,,,,
22,15,0,1,1,1,1,,,,,,,
22,16,0,1,1,1,1,,,,,,,
22,17,0,1,1,1,1,,,,,,,
22,18,0,1,1,1,1,,,,,,,
22,19,0,1,1,1,1,,,,,,,
22,20,0,1,1,1,1,,,,,,,
22,21,0,1,1,1,1,,,,,,,
22,22,0,1,1,1,1,,,,,,,
22,23,0,1,1,1,1,,,,,,,
22,24,0,1,1,1,1,,,,,,,
22,25,0,1,1,1,1,,,,,,,
22,26,0,1,1,1,1,,,,,,,
22,27,0,1,1,1,1,,,,,,,
22,28,0,1,1,1,1,,,,,,,
22,29,0,1,1,1,1,,,,,,,
22,30,0,1,1,1,1,,,,,,,
22,31,13,1,1,1,1,,,,,,,
22,32,18,1,1,1,1,,,,,,,
22,33,18,1,1,1,1,,,,,,,
23,0,18,1,1,1,1,,,,,,,
23,1,18,1,1,1,1,,,,,,,
23,2,14,1,1,1,1,,,,,,,
23,3,0,1,1,1,1,,,,,,,
23,4,0,1,1,1,1,,,,,,,
23,5,0,1,1,1,1,,,,,,,
23,6,0,1,1,1,1,,,,,,,
23,7,0,1,1,1,1,,,,,,,
23,8,0,1,1,1,1,,,,,,,
23,9,0,1,1,1,1,,,,,,,
23,10,0,1,1,1,1,,,,,,,
23,11,0,1,1,1,1,,,,,,,
23,12,0,1,1,1,1,,,,,,,
23,13,0,1,1,1,1,,,,,,,
23,14,0,1,1,1,1,,,,,,,
23,15,0,1,1,1,1,,,,,,,
23,16,0,1,1,1,1,,,,,,,
23,17,0,1,1,1,1,,,,,,,
23,18,0,1,1,1,1,,,,,,,
23,19,0,1,1,1,1,,,,,,,
23,20,0,1,1,1,1,,,,,,,
23,21,0,1,1,1,1,,,,,,,
23,22,0,1,1,1,1,,,,,,,
23,23,0,1,1,1,1,,,,,,,
23,24,0,1,1,1,1,,,,,,,
23,25,0,1,1,1,1,,,,,,,
23,26,0,1,1,1,1,,,,,,,
23,27,0,1,1,1,1,,,,,,,
23,28,0,1,1,1,1,,,,,,,
23,29,0,1,1,1,1,,,,,,,
23,30,0,1,1,1,1,,,,,,,
23,31,13,1,1,1,1,,,,,,,
23,32,18,1,1,1,1,,,,,,,
23,33,18,1,1,1,1,,,,,,,
24,0,18,1,1,1,1,,,,,,,
24,1,18,1,1,1,1,,,,,,,
24,2,14,1,1,1,1,,,,,,,
24,3,0,1,1,1,1,,,,,,,
24,4,0,1,1,1,1,,,,,,,
24,5,0,1,1,1,1,,,,,,,
24,6,0,1,1,1,1,,,,,,,
24,7,0,1,1,1,1,,,,,,,
24,8,0,1,1,1,1,,,,,,,
24,9,0,1,1,1,1,,,,,,,
24,10,0,1,1,1,1,,,,,,,
24,11,0,1,1,1,1,,,,,,,
24,12,0,1,1,1,1,,,,,,,
24,13,0,1,1,1,1,,,,,,,
24,14,0,1,1,1,1,,,,,,,
24,15,0,1,1,1,1,,,,,,,
24,16,0,1,1,1,1,,,,,,,
24,17,0,1,1,1,1,,,,,,,
24,18,0,1,1,1,1,,,,,,,
24,19,0,1,1,1,1,,,,,,,
24,20,0,1,1,1,1,,,,,,,
24,21,0,1,1,1,1,,,,,,,
24,22,0,1,1,1,1,,,,,,,
24,23,0,1,1,1,1,,,,,,,
24,24,0,1,1,1,1,,,,,,,
24,25,0,1,1,1,1,,,,,,,
24,26,0,1,1,1,1,,,,,,,
24,27,0,1,1,1,1,,,,,,,
24,28,0,1,1,1,1,,,,,,,
24,29,0,1,1,1,1,,,,,,,
24,30,0,1,1,1,1,,,,,,,
24,31,13,1,1,1,1,,,,,,,
24,32,18,1,1,1,1,,,,,,,
24,33,18,1,1,1,1,,,,,,,
25,0,18,1,1,1,1,,,,,,,
25,1,18,1,1,1,1,,,,,,,
25,2,14,1,1,1,1,,,,,,,
25,3,0,1,1,1,1,,,,,,,
25,4,0,1,1,1,1,,,,,,,
25,5,0,1,1,1,1,,,,,,,
25,6,0,1,1,1,1,,,,,,,
25,7,0,1,1,1,1,,,,,,,
25,8,0,1,1,1,1,,,,,,,
25,9,0,1,1,1,1,,,,,,,
25,10,0,1,1,1,1,,,,,,,
25,11,0,1,1,1,1,,,,,,,
25,12,0,1,1,1,1,,,,,,,
25,13,0,1,1,1,1,,,,,,,
25,14,0,1,1,1,1,,,,,,,
25,15,0,1,1,1,1,,,,,,,
25,16,0,1,1,1,1,,,,,,,
25,17,0,1,1,1,1,,,,,,,
25,18,0,1,1,1,1,,,,,,,
25,19,0,1,1,1,1,,,,,,,
25,20,0,1,1,1,1,,,,,,,
25,21,0,1,1,1,1,,,,,,,
25,22,0,1,1,1,1,,,,,,,
25,23,0,1,1,1,1,,,,,,,
25,24,0,1,1,1,1,,,,,,,
25,25,0,1,1,1,1,,,,,,,
25,26,0,1,1,1,1,,,,,,,
25,27,0,1,1,1,1,,,,,,,
25,28,0,1,1,1,1,,,,,,,
25,29,0,1,1,1,1,,,,,,,
25,30,0,1,1,1,1,,,,,,,
25,31,13,1,1,1,1,,,,,,,
25,32,18,1,1,1,1,,,,,,,
25,33,18,1,1,1,1,,,,,,,
26,0,18,1,1,1,1,,,,,,,
26,1,18,1,1,1,1,,,,,,,
26,2,14,1,1,1,1,,,,,,,
26,3,0,1,1,1,1,,,,,,,
26,4,0,1,1,1,1,,,,,,,
26,5,0,1,1,1,1,,,,,,,
26,6,0,1,1,1,1,,,,,,,
26,7,0,1,1,1,1,,,,,,,
26,8,0,1,1,1,1,,,,,,,
26,9,0,1,1,1,1,,,,,,,
26,10,0,1,1,1,1,,,,,,,
26,11,0,1,1,1,1,,,,,,,
26,12,0,1,1,1,1,,,,,,,
26,13,0,1,1,1,1,,,,,,,
26,14,0,1,1,1,1,,,,,,,
26,15,0,1,1,1,1,,,,,,,
26,16,0,1,1,1,1,,,,,,,
26,17,0,1,1,1,1,,,,,,,
26,18,0,1,1,1,1,,,,,,,
26,19,0,1,1,1,1,,,,,,,
26,20,0,1,1,1,1,,,,,,,
26,21,0,1,1,1,1,,,,,,,
26,22,0,1,1,1,1,,,,,,,
26,23,0,1,1,1,1,,,,,,,
26,24,0,1,1,1,1,,,,,,,
26,25,0,1,1,1,1,,,,,,,
26,26,0,1,1,1,1,,,,,,,
26,27,0,1,1,1,1,,,,,,,
26,28,0,1,1,1,1,,,,,,,
26,29,0,1,1,1,1,,,,,,,
26,30,0,1,1,1,1,,,,,,,
26,31,13,1,1,1,1,,,,,,,
26,32,18,1,1,1,1,,,,,,,
26,33,18,1,1,1,1,,,,,,,
27,0,18,1,1,1,1,,,,,,,
27,1,18,1,1,1,1,,,,,,,
27,2,14,1,1,1,1,,,,,,,
27,3,0,1,1,1,1,,,,,,,
27,4,0,1,1,1,1,,,,,,,
27,5,0,1,1,1,1,,,,,,,
27,6,0,1,1,1,1,,,,,,,
27,7,0,1,1,1,1,,,,,,,
27,8,0,1,1,1,1,,,,,,,
27,9,0,1,1,1,1,,,,,,,
27,10,0,1,1,1,1,,,,,,,
27,11,0,1,1,1,1,,,,,,,
27,12,0,1,1,1,1,,,,,,,
27,13,0,1,1,1,1,,,,,,,
27,14,0,1,1,1,1,,,,,,,
27,15,0,1,1,1,1,,,,,,,
27,16,0,1,1,1,1,,,,,,,
27,17,0,1,1,1,1,,,,,,,
27,18,0,1,1,1,1,,,,,,,
27,19,0,1,1,1,1,,,,,,,
27,20,0,1,1,1,1,,,,,,,
27,21,0,1,1,1,1,,,,,,,
27,22,0,1,1,1,1,,,,,,,
27,23,0,1,1,1,1,,,,,,,
27,24,0,1,1,1,1,,,,,,,
27,25,0,1,1,1,1,,,,,,,
27,26,0,1,1,1,1,,,,,,,
27,27,0,1,1,1,1,,,,,,,
27,28,0,1,1,1,1,,,,,,,
27,29,0,1,1,1,1,,,,,,,
27,30,0,1,1,1,1,,,,,,,
27,31,13,1,1,1,1,,,,,,,
27,32,18,1,1,1,1,,,,,,,
27,33,18,1,1,1,1,,,,,,,
28,0,18,1,1,1,1,,,,,,,
28,1,18,1,1,1,1,,,,,,,
28,2,14,1,1,1,1,,,,,,,
28,3,0,1,1,1,1,,,,,,,
28,4,0,1,1,1,1,,,,,,,
28,5,0,1,1,1,1,,,,,,,
28,6,0,1,1,1,1,,,,,,,
28,7,0,1,1,1,1,,,,,,,
28,8,0,1,1,1,1,,,,,,,
28,9,0,1,1,1,1,,,,,,,
28,10,0,1,1,1,1,,,,,,,
28,11,0,1,1,1,1,,,,,,,
28,12,0,1,1,1,1,,,,,,,
28,13,0,1,1,1,1,,,,,,,
28,14,0,1,1,1,1,,,,,,,
28,15,0,1,1,1,1,,,,,,,
28,16,0,1,1,1,1,,,,,,,
28,17,0,1,1,1,1,,,,,,,
28,18,0,1,1,1,1,,,,,,,
28,19,0,1,1,1,1,,,,,,,
28,20,0,1,1,1,1,,,,,,,
28,21,0,1,1,1,1,,,,,,,
28,22,0,1,1,1,1,,,,,,,
28,23,0,1,1,1,1,,,,,,,
28,24,0,1,1,1,1,,,,,,,
28,25,0,1,1,1,1,,,,,,,
28,26,0,1,1,1,1,,,,,,,
28,27,0,1,1,1,1,,,,,,,
28,28,0,1,1,1,1,,,,,,,
28,29,0,1,1,1,1,,,,,,,
28,30,0,1,1,1,1,,,,,,,
28,31,13,1,1,1,1,,,,,,,
28,32,18,1,1,1,1,,,,,,,
28,33,18,1,1,1,1,,,,,,,
29,0,18,1,1,1,1,,,,,,,
29,1,18,1,1,1,1,,,,,,,
29,2,14,1,1,1,1,,,,,,,
29,3,0,1,1,1,1,,,,,,,
29,4,0,1,1,1,1,,,,,,,
29,5,0,1,1,1,1,,,,,,,
29,6,0,1,1,1,1,,,,,,,
29,7,0,1,1,1,1,,,,,,,
29,8,0,1,1,1,1,,,,,,,
29,9,0,1,1,1,1,,,,,,,
29,10,0,1,1,1,1,,,,,,,
29,11,0,1,1,1,1,,,,,,,
29,12,0,1,1,1,1,,,,,,,
29,13,0,1,1,1,1,,,,,,,
29,14,0,1,1,1,1,,,,,,,
29,15,0,1,1,1,1,,,,,,,
29,16,0,1,1,1,1,,,,,,,
29,17,0,1,1,1,1,,,,,,,
29,18,0,1,1,1,1,,,,,,,
29,19,0,1,1,1,1,,,,,,,
29,20,0,1,1,1,1,,,,,,,
29,21,0,1,1,1,1,,,,,,,
29,22,0,1,1,1,1,,,,,,,
29,23,0,1,1,1,1,,,,,,,
29,24,0,1,1,1,1,,,,,,,
29,25,0,1,1,1,1,,,,,,,
29,26,0,1,1,1,1,,,,,,,
29,27,0,1,1,1,1,,,,,,,
29,28,0,1,1,1,1,,,,,,,
29,29,0,1,1,1,1,,,,,,,
29,30,0,1,1,1,1,,,,,,,
29,31,13,1,1,1,1,,,,,,,
29,32,18,1,1,1,1,,,,,,,
29,33,18,1,1,1,1,,,,,,,
30,0,18,1,1,1,1,,,,,,,
30,1,18,1,1,1,1,,,,,,,
30,2,14,1,1,1,1,,,,,,,
30,3,0,1,1,1,1,,,,,,,
30,4,0,1,1,1,1,,,,,,,
30,5,0,1,1,1,1,,,,,,,
30,6,0,1,1,1,1,,,,,,,
30,7,0,1,1,1,1,,,,,,,
30,8,0,1,1,1,1,,,,,,,
30,9,0,1,1,1,1,,,,,,,
30,10,0,1,1,1,1,,,,,,,
30,11,0,1,1,1,1,,,,,,,
30,12,0,1,1,1,1,,,,,,,
30,13,0,1,1,1,1,,,,,,,
30,14,0,1,1,1,1,,,,,,,
30,15,0,1,1,1,1,,,,,,,
30,16,0,1,1,1,1,,,,,,,
30,17,0,1,1,1,1,,,,,,,
30,18,0,1,1,1,1,,,,,,,
30,19,0,1,1,1,1,,,,,,,
30,20,0,1,1,1,1,,,,,,,
30,21,0,1,1,1,1,,,,,,,
30,22,0,1,1,1,1,,,,,,,
30,23,0,1,1,1,1,,,,,,,
30,24,0,1,1,1,1,,,,,,,
30,25,0,1,1,1,1,,,,,,,
30,26,0,1,1,1,1,,,,,,,
30,27,0,1,1,1,1,,,,,,,
30,28,0,1,1,1,1,,,,,,,
30,29,0,1,1,1,1,,,,,,,
30,30,0,1,1,1,1,,,,,,,
30,31,13,1,1,1,1,,,,,,,
30,32,18,1,1,1,1,,,,,,,
30,33,18,1,1,1,1,,,,,,,
31,0,18,1,1,1,1,,,,,,,
31,1,18,1,1,1,1,,,,,,,
31,2,14,1,1,1,1,,,,,,,
31,3,0,1,1,1,1,,,,,,,
31,4,0,1,1,1,1,,,,,,,
31,5,0,1,1,1,1,,,,,,,
31,6,0,1,1,1,1,,,,,,,
31,7,0,1,1,1,1,,,,,,,
31,8,0,1,1,1,1,,,,,,,
31,9,0,1,1,1,1,,,,,,,
31,10,0,1,1,1,1,,,,,,,
31,11,0,1,1,1,1,,,,,,,
31,12,0,1,1,1,1,,,,,,,
31,13,0,1,1,1,1,,,,,,,
31,14,0,1,1,1,1,,,,,,,
31,15,0,1,1,1,1,,,,,,,
31,16,0,1,1,1,1,,,,,,,
31,17,0,1,1,1,1,,,,,,,
31,18,0,1,1,1,1,,,,,,,
31,19,0,1,1,1,1,,,,,,,
31,20,0,1,1,1,1,,,,,,,
31,21,0,1,1,1,1,,,,,,,
31,22,0,1,1,1,1,,,,,,,
31,23,0,1,1,1,1,,,,,,,
31,24,0,1,1,1,1,,,,,,,
31,25,0,1,1,1,1,,,,,,,
31,26,0,1,1,1,1,,,,,,,
31,27,0,1,1,1,1,,,,,,,
31,28,0,1,1,1,1,,,,,,,
31,29,0,1,1,1,1,,,,,,,
31,30,0,1,1,1,1,,,,,,,
31,31,13,1,1,1,1,,,,,,,
31,32,18,1,1,1,1,,,,,,,
31,33,18,1,1,1,1,,,,,,,
32,0,18,1,1,1,1,,,,,,,
32,1,18,1,1,1,1,,,,,,,
32,2,14,1,1,1,1,,,,,,,
32,3,0,1,1,1,1,,,,,,,
32,4,0,1,1,1,1,,,,,,,
32,5,0,1,1,1,1,,,,,,,
32,6,0,1,1,1,1,,,,,,,
32,7,0,1,1,1,1,,,,,,,
32,8,0,1,1,1,1,,,,,,,
32,9,0,1,1,1,1,,,,,,,
32,10,0,1,1,1,1,,,,,,,
32,11,0,1,1,1,1,,,,,,,
32,12,0,1,1,1,1,,,,,,,
32,13,0,1,1,1,1,,,,,,,
32,14,0,1,1,1,1,,,,,,,
32,15,0,1,1,1,1,,,,,,,
32,16,0,1,1,1,1,,,,,,,
32,17,0,1,1,1,1,,,,,,,
32,18,0,1,1,1,1,,,,,,,
32,19,0,1,1,1,1,,,,,,,
32,20,0,1,1,1,1,,,,,,,
32,21,0,1,1,1,1,,,,,,,
32,22,0,1,1,1,1,,,,,,,
32,23,0,1,1,1,1,,,,,,,
32,24,0,1,1,1,1,,,,,,,
32,25,0,1,1,1,1,,,,,,,
32,26,0,1,1,1,1,,,,,,,
32,27,0,1,1,1,1,,,,,,,
32,28,0,1,1,1,1,,,,,,,
32,29,0,1,1,1,1,,,,,,,
32,30,0,1,1,1,1,,,,,,,
32,31,13,1,1,1,1,,,,,,,
32,32,18,1,1,1,1,,,,,,,
32,33,18,1,1,1,1,,,,,,,
33,0,18,1,1,1,1,,,,,,,
33,1,18,1,1,1,1,,,,,,,
33,2,14,1,1,1,1,,,,,,,
33,3,0,1,1,1,1,,,,,,,
33,4,0,1,1,1,1,,,,,,,
33,5,0,1,1,1,1,,,,,,,
33,6,0,1,1,1,1,,,,,,,
33,7,0,1,1,1,1,,,,,,,
33,8,0,1,1,1,1,,,,,,,
33,9,0,1,1,1,1,,,,,,,
33,10,0,1,1,1,1,,,,,,,
33,11,0,1,1,1,1,,,,,,,
33,12,0,1,1,1,1,,,,,,,
33,13,0,1,1,1,1,,,,,,,
33,14,0,1,1,1,1,,,,,,,
33,15,0,1,1,1,1,,,,,,,
33,16,0,1,1,1,1,,,,,,,
33,17,0,1,1,1,1,,,,,,,
33,18,0,1,1,1,1,,,,,,,
33,19,0,1,1,1,1,,,,,,,
33,20,0,1,1,1,1,,,,,,,
33,21,0,1,1,1,1,,,,,,,
33,22,0,1,1,1,1,,,,,,,
33,23,0,1,1,1,1,,,,,,,
33,24,0,1,1,1,1,,,,,,,
33,25,0,1,1,1,1,,,,,,,
33,26,0,1,1,1,1,,,,,,,
33,27,0,1,1,1,1,,,,,,,
33,28,0,1,1,1,1,,,,,,,
33,29,0,1,1,1,1,,,,,,,
33,30,0,1,1,1,1,,,,,,,
33,31,13,1,1,1,1,,,,,,,
33,32,18,1,1,1,1,,,,,,,
33,33,18,1,1,1,1,,,,,,,
34,0,18,1,1,1,1,,,,,,,
34,1,18,1,1,1,1,,,,,,,
34,2,14,1,1,1,1,,,,,,,
34,3,0,1,1,1,1,,,,,,,
34,4,0,1,1,1,1,,,,,,,
34,5,0,1,1,1,1,,,,,,,
34,6,0,1,1,1,1,,,,,,,
34,7,0,1,1,1,1,,,,,,,
34,8,0,1,1,1,1,,,,,,,
34,9,0,1,1,1,1,,,,,,,
34,10,0,1,1,1,1,,,,,,,
34,11,0,1,1,1,1,,,,,,,
34,12,0,1,1,1,1,,,,,,,
34,13,0,1,1,1,1,,,,,,,
34,14,0,1,1,1,1,,,,,,,
34,15,0,1,1,1,1,,,,,,,
34,16,0,1,1,1,1,,,,,,,
34,17,0,1,1,1,1,,,,,,,
34,18,0,1,1,1,1,,,,,,,
34,19,0,1,1,1,1,,,,,,,
34,20,0,1,1,1,1,,,,,,,
34,21,0,1,1,1,1,,,,,,,
34,22,0,1,1,1,1,,,,,,,
34,23,0,1,1,1,1,,,,,,,
34,24,0,1,1,1,1,,,,,,,
34,25,0,1,1,1,1,,,,,,,
34,26,0,1,1,1,1,,,,,,,
34,27,0,1,1,1,1,,,,,,,
34,28,0,1,1,1,1,,,,,,,
34,29,0,1,1,1,1,,,,,,,
34,30,0,1,1,1,1,,,,,,,
34,31,13,1,1,1,1,,,,,,,
34,32,18,1,1,1,1,,,,,,,
34,33,18,1,1,1,1,,,,,,,
35,0,18,1,1,1,1,,,,,,,
35,1,18,1,1,1,1,,,,,,,
35,2,14,1,1,1,1,,,,,,,
35,3,0,1,1,1,1,,,,,,,
35,4,0,1,1,1,1,,,,,,,
35,5,0,1,1,1,1,,,,,,,
35,6,0,1,1,1,1,,,,,,,
35,7,0,1,1,1,1,,,,,,,
35,8,0,1,1,1,1,,,,,,,
35,9,0,1,1,1,1,,,,,,,
35,10,0,1,1,1,1,,,,,,,
35,11,0,1,1,1,1,,,,,,,
35,12,0,1,1,1,1,,,,,,,
35,13,0,1,1,1,1,,,,,,,
35,14,0,1,1,1,1,,,,,,,
35,15,0,1,1,1,1,,,,,,,
35,16,0,1,1,1,1,,,,,,,
35,17,0,1,1,1,1,,,,,,,
35,18,0,1,1,1,1,,,,,,,
35,19,0,1,1,1,1,,,,,,,
35,20,0,1,1,1,1,,,,,,,
35,21,0,1,1,1,1,,,,,,,
35,22,0,1,1,1,1,,,,,,,
35,23,0,1,1,1,1,,,,,,,
35,24,0,1,1,1,1,,,,,,,
35,25,0,1,1,1,1,,,,,,,
35,26,0,1,1,1,1,,,,,,,
35,27,0,1,1,1,1,,,,,,,
35,28,0,1,1,1,1,,,,,,,
35,29,0,1,1,1,1,,,,,,,
35,30,0,1,1,1,1,,,,,,,
35,31,13,1,1,1,1,,,,,,,
35,32,18,1,1,1,1,,,,,,,
35,33,18,1,1,1,1,,,,,,,
36,0,18,1,1,1,1,,,,,,,
36,1,18,1,1,1,1,,,,,,,
36,2,14,1,1,1,1,,,,,,,
36,3,0,1,1,1,1,,,,,,,
36,4,0,1,1,1,1,,,,,,,
36,5,0,1,1,1,1,,,,,,,
36,6,0,1,1,1,1,,,,,,,
36,7,0,1,1,1,1,,,,,,,
36,8,0,1,1,1,1,,,,,,,
36,9,0,1,1,1,1,,,,,,,
36,10,0,1,1,1,1,,,,,,,
36,11,0,1,1,1,1,,,,,,,
36,12,0,1,1,1,1,,,,,,,
36,13,0,1,1,1,1,,,,,,,
36,14,0,1,1,1,1,,,,,,,
36,15,0,1,1,1,1,,,,,,,
36,16,0,1,1,1,1,,,,,,,
36,17,0,1,1,1,1,,,,,,,
36,18,0,1,1,1,1,,,,,,,
36,19,0,1,1,1,1,,,,,,,
36,20,0,1,1,1,1,,,,,,,
36,21,0,1,1,1,1,,,,,,,
36,22,0,1,1,1,1,,,,,,,
36,23,0,1,1,1,1,,,,,,,
36,24,0,1,1,1,1,,,,,,,
36,25,0,1,1,1,1,,,,,,,
36,26,0,1,1,1,1,,,,,,,
36,27,0,1,1,1,1,,,,,,,
36,28,0,1,1,1,1,,,,,,,
36,29,0,1,1,1,1,,,,,,,
36,30,0,1,1,1,1,,,,,,,
36,31,13,1,1,1,1,,,,,,,
36,32,18,1,1,1,1,,,,,,,
36,33,18,1,1,1,1,,,,,,,
37,0,18,1,1,1,1,,,,,,,
37,1,18,1,1,1,1,,,,,,,
37,2,14,1,1,1,1,,,,,,,
37,3,0,1,1,1,1,,,,,,,
37,4,0,1,1,1,1,,,,,,,
37,5,0,1,1,1,1,,,,,,,
37,6,0,1,1,1,1,,,,,,,
37,7,0,1,1,1,1,,,,,,,
37,8,0,1,1,1,1,,,,,,,
37,9,0,1,1,1,1,,,,,,,
37,10,0,1,1,1,1,,,,,,,
37,11,0,1,1,1,1,,,,,,,
37,12,0,1,1,1,1,,,,,,,
37,13,0,1,1,1,1,,,,,,,
37,14,0,1,1,1,1,,,,,,,
37,15,0,1,1,1,1,,,,,,,
37,16,0,1,1,1,1,,,,,,,
37,17,0,1,1,1,1,,,,,,,
37,18,0,1,1,1,1,,,,,,,
37,19,0,1,1,1,1,,,,,,,
37,20,0,1,1,1,1,,,,,,,
37,21,0,1,1,1,1,,,,,,,
37,22,0,1,1,1,1,,,,,,,
37,23,0,1,1,1,1,,,,,,,
37,24,0,1,1,1,1,,,,,,,
37,25,0,1,1,1,1,,,,,,,
37,26,0,1,1,1,1,,,,,,,
37,27,0,1,1,1,1,,,,,,,
37,28,0,1,1,1,1,,,,,,,
37,29,0,1,1,1,1,,,,,,,
37,30,0,1,1,1,1,,,,,,,
37,31,13,1,1,1,1,,,,,,,
37,32,18,1,1,1,1,,,,,,,
37,33,18,1,1,1,1,,,,,,,
38,0,18,1,1,1,1,,,,,,,
38,1,18,1,1,1,1,,,,,,,
38,2,14,1,1,1,1,,,,,,,
38,3,0,1,1,1,1,,,,,,,
38,4,0,1,1,1,1,,,,,,,
38,5,0,1,1,1,1,,,,,,,
38,6,0,1,1,1,1,,,,,,,
38,7,0,1,1,1,1,,,,,,,
38,8,0,1,1,1,1,,,,,,,
38,9,0,1,1,1,1,,,,,,,
38,10,0,1,1,1,1,,,,,,,
38,11,0,1,1,1,1,,,,,,,
38,12,0,1,1,1,1,,,,,,,
38,13,0,1,1,1,1,,,,,,,
38,14,0,1,1,1,1,,,,,,,
38,15,0,1,1,1,1,,,,,,,
38,16,0,1,1,1,1,,,,,,,
38,17,0,1,1,1,1,,,,,,,
38,18,0,1,1,1,1,,,,,,,
38,19,0,1,1,1,1,,,,,,,
38,20,0,1,1,1,1,,,,,,,
38,21,0,1,1,1,1,,,,,,,
38,22,0,1,1,1,1,,,,,,,
38,23,0,1,1,1,1,,,,,,,
38,24,0,1,1,1,1,,,,,,,
38,25,0,1,1,1,1,,,,,,,
38,26,0,1,1,1,1,,,,,,,
38,27,0,1,1,1,1,,,,,,,
